LocalidadOrigen,LocalidadDestino,distancia,tiempo
1,2,33061.2,2498.2
1,3,10160.7,1053.6
1,4,6452.9,692.7
1,5,21415.6,1737.0
1,6,16924.1,1345.9
1,7,20126.9,1440.3
1,8,11361.2,877.0
1,9,4329.9,381.9
1,10,31289.5,2332.4
1,11,13659.0,1139.1
1,12,26223.2,1998.7
1,13,16323.5,1172.0
1,14,10339.3,1284.5
1,15,20151.1,1643.8
1,16,9069.0,1032.5
1,17,13001.1,1345.8
1,18,11585.9,1227.6
1,19,5611.1,632.7
1,20,35182.4,2753.4
1,21,5382.8,456.7
1,22,15080.8,927.6
1,23,15604.8,1131.5
1,24,17375.6,1218.9
1,25,18066.4,1416.0
1,26,15519.7,1019.4
1,27,22099.1,1595.1
1,28,21116.6,1667.5
1,29,18265.0,1611.5
1,30,24161.7,1829.5
1,31,22148.0,1737.7
1,32,11296.0,996.5
1,33,7930.6,699.3
1,34,25061.6,1979.8
1,35,23030.4,1652.6
1,36,18832.4,1326.7
1,37,30974.4,2355.0
1,38,15263.2,1113.1
1,39,26853.9,1900.5
1,40,19256.8,1544.6
1,41,7132.5,599.5
1,42,18337.4,1369.7
1,43,14053.1,1490.9
1,44,14476.5,1048.1
1,45,22832.7,1735.1
1,46,22156.7,1545.8
1,47,20648.7,1517.5
1,48,28891.8,2092.0
1,49,23837.9,1748.5
1,50,14339.2,1121.0
1,51,18236.1,1382.0
1,52,11772.5,784.9
1,53,11658.8,1043.7
1,54,23255.9,1816.3
1,55,17080.0,1196.0
1,56,11591.1,918.8
1,57,23276.3,1768.7
1,58,27131.8,2132.2
1,59,9864.9,1079.6
1,60,21081.7,1713.2
1,61,4471.2,374.2
1,62,15992.2,1185.0
1,63,26127.2,1950.2
1,64,30174.6,2465.0
1,65,29333.9,2141.1
1,66,26975.3,1917.8
1,67,16290.5,1314.9
1,68,22839.9,1752.1
1,69,16710.1,1225.7
1,70,3152.8,352.6
1,71,22897.4,1692.2
1,72,28559.5,2118.0
1,73,2867.0,271.1
1,74,11146.5,767.2
1,75,15184.8,1084.8
1,76,21576.1,1665.2
1,77,25977.5,2000.5
1,78,6308.2,799.0
1,79,7250.6,819.1
1,80,27990.8,2156.1
1,81,9880.1,882.9
1,82,28708.7,2367.7
1,83,7010.6,623.4
1,84,17020.1,1176.1
1,85,25402.2,1797.0
1,86,7699.9,895.8
1,87,19398.7,1368.5
1,88,26265.5,2020.5
1,89,15820.0,1635.7
1,90,10105.4,739.8
1,91,26419.4,2014.0
1,92,28017.2,2077.7
1,93,16164.4,1130.7
1,94,12187.5,1057.1
1,95,28892.2,2087.6
1,96,20522.0,1459.7
1,97,18356.5,1396.6
1,98,33665.6,3108.6
1,99,17811.0,1577.1
1,100,30424.7,2208.6
1,101,26641.1,1921.2
1,102,14866.1,914.1
2,1,32946.7,2475.3
2,3,34180.2,2536.7
2,4,29493.6,2108.5
2,5,13916.9,1306.3
2,6,18526.9,1478.0
2,7,14575.1,1256.1
2,8,23069.6,1831.7
2,9,31601.6,2240.8
2,10,2571.4,270.3
2,11,19234.4,1648.7
2,12,7378.4,853.0
2,13,23250.3,1891.0
2,14,31824.1,2566.7
2,15,18526.9,1372.8
2,16,29538.8,2330.5
2,17,40162.1,3086.4
2,18,35605.4,2710.7
2,19,29916.9,2169.4
2,20,11303.0,1022.8
2,21,30578.7,2245.9
2,22,19698.4,1629.3
2,23,22969.1,1961.0
2,24,22901.3,1949.2
2,25,20135.5,1499.7
2,26,20520.1,1764.7
2,27,12231.1,1036.1
2,28,17103.9,1308.1
2,29,20501.7,1478.2
2,30,10958.2,1105.0
2,31,19046.8,1309.4
2,32,23413.4,1919.2
2,33,28911.1,2142.3
2,34,11651.6,916.8
2,35,10731.8,952.8
2,36,14145.6,1313.8
2,37,4635.8,457.5
2,38,20774.0,1743.8
2,39,6510.8,692.1
2,40,16520.7,1402.5
2,41,28378.2,2123.1
2,42,16007.5,1271.5
2,43,38876.1,3019.3
2,44,22241.6,1884.8
2,45,20597.0,1410.4
2,46,11936.4,1036.9
2,47,13787.7,1399.1
2,48,11535.6,793.5
2,49,9548.7,1044.8
2,50,21373.6,1770.5
2,51,16571.5,1401.0
2,52,23482.2,1827.3
2,53,23776.2,1966.4
2,54,20060.3,1405.2
2,55,17599.2,1466.9
2,56,21194.1,1789.8
2,57,13890.6,1185.0
2,58,15083.6,1068.0
2,59,29597.1,2301.0
2,60,14555.0,1370.3
2,61,34415.6,2368.2
2,62,18795.4,1622.0
2,63,14857.0,1074.0
2,64,6513.6,805.8
2,65,4459.6,431.4
2,66,6614.9,701.1
2,67,20868.2,1655.6
2,68,14463.4,1300.4
2,69,20725.8,1712.1
2,70,32010.5,2314.7
2,71,13298.2,1166.4
2,72,14563.2,1031.6
2,73,34634.3,2469.5
2,74,22308.8,1900.7
2,75,26347.4,2131.2
2,76,20451.6,1399.1
2,77,18541.9,1288.9
2,78,29771.7,2229.6
2,79,26494.1,2180.6
2,80,5721.6,607.8
2,81,21353.9,1747.1
2,82,5317.3,573.1
2,83,33229.7,2354.9
2,84,22920.9,1954.8
2,85,10585.8,945.3
2,86,26072.5,2118.9
2,87,24909.5,1999.2
2,88,18171.1,1272.7
2,89,39839.5,3118.8
2,90,24750.9,1889.4
2,91,7030.4,807.1
2,92,6973.8,754.0
2,93,24776.3,2026.9
2,94,24304.9,1979.8
2,95,4785.6,455.9
2,96,13605.0,1289.8
2,97,16763.2,1361.9
2,98,7904.5,1269.4
2,99,23457.2,2052.3
2,100,10257.4,733.6
2,101,9729.4,1067.9
2,102,19747.3,1636.2
3,1,14330.3,1189.3
3,2,38912.1,3170.5
3,4,15346.8,1330.9
3,5,32569.6,2608.4
3,6,28926.9,2189.2
3,7,26663.9,2206.7
3,8,23532.5,1766.5
3,9,18517.0,1496.9
3,10,37140.4,3004.7
3,11,24943.3,1916.4
3,12,32074.1,2671.0
3,13,29711.8,2156.5
3,14,15143.0,1428.8
3,15,32939.7,2543.1
3,16,13872.7,1176.8
3,17,5982.0,549.7
3,18,7006.2,593.8
3,19,14383.6,1244.8
3,20,39722.1,3503.6
3,21,19336.0,1539.2
3,22,19750.0,1586.9
3,23,28993.1,2116.0
3,24,21207.0,1862.8
3,25,31454.7,2400.5
3,26,20189.0,1678.7
3,27,27950.0,2267.4
3,28,33905.1,2566.8
3,29,33454.5,2507.3
3,30,31887.4,2539.6
3,31,35536.3,2722.2
3,32,18817.5,1536.4
3,33,21331.8,1683.2
3,34,32377.7,2653.8
3,35,28777.6,2350.0
3,36,24437.4,2016.8
3,37,36825.2,3027.3
3,38,28651.5,2097.6
3,39,32704.8,2572.8
3,40,30911.6,2372.2
3,41,20533.7,1583.4
3,42,29981.3,2201.7
3,43,4695.9,482.6
3,44,27864.8,2032.6
3,45,36221.0,2719.6
3,46,27929.8,2269.7
3,47,25318.0,2176.8
3,48,37583.1,2880.2
3,49,29688.7,2420.8
3,50,25383.9,2000.0
3,51,29138.6,2191.3
3,52,22319.3,1602.3
3,53,19180.3,1583.6
3,54,36644.2,2800.8
3,55,22930.9,1868.3
3,56,24979.4,1903.3
3,57,33096.8,2561.6
3,58,37771.2,2942.6
3,59,13495.7,1233.8
3,60,31700.9,2506.9
3,61,18658.3,1489.2
3,62,22635.3,1877.7
3,63,34818.5,2738.4
3,64,36025.5,3137.3
3,65,35184.8,2813.4
3,66,32826.2,2590.1
3,67,29678.8,2299.4
3,68,29828.7,2492.9
3,69,26530.5,2018.6
3,70,11313.1,875.5
3,71,28748.3,2364.5
3,72,37250.8,2906.2
3,73,17054.0,1386.1
3,74,24534.8,1751.7
3,75,18657.6,1506.8
3,76,34964.4,2649.7
3,77,39544.2,2981.1
3,78,11112.0,943.3
3,79,14615.6,1274.5
3,80,33841.7,2828.4
3,81,18519.6,1537.6
3,82,34559.6,3040.0
3,83,21197.7,1738.4
3,84,20488.2,1739.9
3,85,31253.1,2469.3
3,86,15601.8,1336.0
3,87,32787.0,2353.0
3,88,39173.4,2964.9
3,89,5659.4,582.1
3,90,21353.6,1551.5
3,91,32270.3,2686.3
3,92,33868.1,2750.0
3,93,19350.7,1535.3
3,94,19708.9,1597.0
3,95,34743.1,2759.9
3,96,25191.3,2119.0
3,97,30000.4,2228.6
3,98,39516.5,3780.9
3,99,31199.3,2561.6
3,100,35499.4,2986.5
3,101,32492.0,2593.5
3,102,19535.3,1573.4
4,1,5155.7,564.1
4,2,26857.9,2131.7
4,3,10569.1,794.2
4,5,17207.0,1513.2
4,6,13564.3,1094.0
4,7,14609.7,1167.9
4,8,8919.5,746.1
4,9,5377.5,504.2
4,10,25086.2,1965.9
4,11,10330.3,896.0
4,12,20019.9,1632.2
4,13,15309.5,1117.3
4,14,9159.2,932.7
4,15,17577.0,1447.9
4,16,7094.7,676.9
4,17,16551.1,1343.9
4,18,11994.4,968.2
4,19,423.3,60.9
4,20,29640.3,2451.1
4,21,5534.6,534.9
4,22,8956.5,649.1
4,23,14590.8,1076.8
4,24,11251.3,940.4
4,25,17052.4,1361.3
4,26,9395.4,740.9
4,27,15895.8,1228.6
4,28,18542.5,1471.6
4,29,18091.9,1412.1
4,30,19833.2,1500.8
4,31,21134.0,1683.0
4,32,7707.7,609.8
4,33,6929.6,644.0
4,34,20323.5,1615.0
4,35,16723.4,1311.2
4,36,12383.2,978.0
4,37,24771.0,1988.5
4,38,14249.3,1058.4
4,39,20650.6,1534.0
4,40,15549.0,1277.0
4,41,6131.4,544.2
4,42,14618.7,1106.5
4,43,15265.1,1276.8
4,44,13462.5,993.4
4,45,21818.7,1680.4
4,46,15875.6,1230.9
4,47,14524.4,1239.0
4,48,23349.6,1789.7
4,49,17634.6,1382.0
4,50,10770.9,979.6
4,51,13775.9,1096.1
4,52,6718.6,548.2
4,53,8070.5,657.0
4,54,22242.0,1761.6
4,55,10876.7,829.5
4,56,10577.1,864.1
4,57,17734.1,1466.4
4,58,23537.7,1852.1
4,59,7816.7,699.4
4,60,16338.2,1411.7
4,61,7456.9,612.8
4,62,10581.1,838.9
4,63,20585.0,1647.9
4,64,23971.3,2098.5
4,65,23130.6,1774.6
4,66,20772.0,1551.3
4,67,15276.6,1260.2
4,68,17774.5,1454.1
4,69,11167.9,923.4
4,70,5238.2,494.1
4,71,16694.1,1325.7
4,72,23017.3,1815.7
4,73,6843.2,558.3
4,74,10132.5,712.5
4,75,7786.9,615.6
4,76,20562.2,1610.5
4,77,25310.7,1890.6
4,78,6160.6,487.1
4,79,2441.8,295.6
4,80,21787.5,1789.6
4,81,6291.8,496.2
4,82,22505.4,2001.2
4,83,9837.6,845.0
4,84,9378.5,813.3
4,85,19198.9,1430.5
4,86,2891.1,372.3
4,87,18384.7,1313.8
4,88,24940.0,1874.4
4,89,16228.5,1376.3
4,90,6740.6,531.1
4,91,20216.1,1647.5
4,92,21813.9,1711.2
4,93,8766.5,661.5
4,94,8599.1,670.4
4,95,22688.9,1721.1
4,96,14178.7,1147.7
4,97,14637.8,1133.4
4,98,27462.3,2742.1
4,99,16797.1,1522.4
4,100,24882.5,1906.3
4,101,20437.8,1554.7
4,102,8741.8,635.6
5,1,22630.0,1563.7
5,2,11824.3,1294.4
5,3,27773.4,1786.9
5,4,19176.9,1196.9
5,6,5999.7,444.7
5,7,7691.1,546.3
5,8,12753.0,920.1
5,9,21285.0,1329.2
5,10,10374.9,1118.1
5,11,10478.6,787.9
5,12,5404.1,596.7
5,13,11040.1,886.9
5,14,26810.7,1883.0
5,15,2510.4,233.5
5,16,24525.3,1646.8
5,17,33755.3,2336.6
5,18,29198.6,1960.9
5,19,19600.2,1257.8
5,20,13050.9,1241.4
5,21,20262.0,1334.3
5,22,16251.5,1016.2
5,23,10758.9,956.9
5,24,18546.2,1307.5
5,25,6836.3,467.7
5,26,16690.4,1108.0
5,27,9441.3,619.6
5,28,1235.9,169.1
5,29,5829.2,360.8
5,30,3024.0,334.8
5,31,7443.7,694.8
5,32,17256.0,1163.5
5,33,18594.4,1230.7
5,34,3924.0,485.1
5,35,10268.8,702.2
5,36,10638.5,752.4
5,37,12960.0,1285.9
5,38,8563.8,739.7
5,39,8839.6,831.4
5,40,3408.4,228.3
5,41,18061.5,1211.5
5,42,7675.9,483.3
5,43,32469.3,2269.5
5,44,10031.4,880.7
5,45,10776.5,802.4
5,46,9569.5,636.7
5,47,11847.7,922.8
5,48,6760.3,580.0
5,49,6376.7,569.5
